UniProtID	GeneSymbol	P value	FDR	Log2 FC	FDR2
Q9H3R2	MUC13	0.001414828	0.002474749	1.31133163	2.606468843
Q9H490	PIGU	2.94E-05	8.21E-05	0.73600383	4.085656843
Q9H4A4	RNPEP	7.58E-06	2.48E-05	-0.448292587	4.605548319
Q9H4K7	MTG2	2.25E-05	6.49E-05	-0.713745859	4.187755303
Q9H6N6	MYH16	0.002056491	0.003390253	-1.497617708	2.469767891
Q9H6R4	NOL6	0.048620906	0.048971413	-0.202182323	1.310057365
Q9H6T3	RPAP3	0.029174889	0.032018949	-0.819257559	1.494592928
Q9H6U8	ALG9	0.010065285	0.013076846	0.537350572	1.883496991
Q9H6Z4	RANBP3	0.021664538	0.025083549	0.285209324	1.600611016
Q9H7B2	RPF2	2.60E-06	9.43E-06	1.237966466	5.025488307
Q9H8M5	CNNM2	0.00076734	0.001451242	-0.442451544	2.838260161
Q9H8Y8	GORASP2	0.036306667	0.038416077	0.137881331	1.415486987
Q9H900	ZWILCH	0.0484264	0.048804732	-1.09299209	1.311538068
Q9H910	JPT2	3.90E-06	1.36E-05	1.443272866	4.866461092
Q9H936	SLC25A22	0.006348221	0.008864529	-0.559893374	2.052344335
Q9HA77	CARS2	0.001037306	0.001881371	0.423619469	2.725525555
Q9HAB8	PPCS	0.006733553	0.00929843	-2.279093868	2.031590374
Q9HAT2	SIAE	0.000223021	0.000494963	-2.387294555	3.305427265
Q9HAV4	XPO5	4.95E-06	1.69E-05	0.187393433	4.772113295
Q9HAV7	GRPEL1	0.001501008	0.002603429	0.399454893	2.584454262
Q9HB00	DSC1	1.23E-05	3.85E-05	-0.906102931	4.41453927
Q9HC35	EML4	0.030921923	0.033614563	-0.083305286	1.47347253
Q9HC36	MRM3	3.21E-06	1.14E-05	-0.966961143	4.943095149
Q9HC38	GLOD4	1.80E-09	1.25E-08	-0.661305187	7.903089987
Q9HCB6	SPON1	1.11E-05	3.50E-05	-0.913823226	4.455931956
Q9HCJ6	VAT1L	3.73E-09	2.40E-08	-0.88103425	7.619788758
Q9HCK8	CHD8	0.002340811	0.003800289	-1.594440543	2.420183375
Q9HCU5	PREB	8.57E-06	2.78E-05	0.629191092	4.555955204
Q9HCY8	S100A14	1.02E-11	1.06E-10	-1.682644417	9.974694135
Q9NPD3	EXOSC4	0.003675518	0.0055645	0.045228406	2.254573853
Q9NPQ8	RIC8A	0.040486625	0.042204239	-0.029873159	1.374643926
Q9NQ88	TIGAR	2.46E-05	7.02E-05	0.465883712	4.153662888
Q9NQG5	RPRD1B	3.10E-05	8.63E-05	0.613219868	4.063989204
Q9NQH7	XPNPEP3	0.000269403	0.000582452	-2.917632282	3.234739859
Q9NQR4	NIT2	0.000332432	0.000696354	0.285875048	3.157169925
Q9NQT8	KIF13B	1.51E-08	8.80E-08	-1.315359926	7.055517328
Q9NQW7	XPNPEP1	0.003699776	0.005590996	-0.312623321	2.252510818
Q9NQZ2	UTP3	9.97E-06	3.18E-05	1.048376546	4.49757288
Q9NR30	DDX21	1.23E-14	2.05E-13	0.014235514	12.68824614
Q9NR45	NANS	9.26E-11	8.15E-10	-0.974472498	9.088842391
Q9NR99	MXRA5	0.045164911	0.04611826	-0.099825735	1.336127087
Q9NRG0	CHRAC1	5.56E-10	4.29E-09	1.176804974	8.367542708
Q9NRG9	AAAS	0.007075051	0.009687907	-0.779817491	2.013770039
Q9NRN7	AASDHPPT	0.011129287	0.014236506	0.098272755	1.846596585
Q9NSY2	STARD5	7.65E-10	5.71E-09	-0.850344997	8.243363892
Q9NTX5	ECHDC1	8.96E-06	2.90E-05	-0.546410663	4.537602002
Q9NUU7	DDX19A	0.017889812	0.021351911	0.212720902	1.670563249
Q9NV56	MRGBP	5.72E-09	3.58E-08	0.845996579	7.446116973
Q9NV96	TMEM30A	1.29E-07	6.36E-07	-1.015078822	6.196542884
Q9NVM9	INTS13	0.004695617	0.00685414	-0.821883527	2.164047029
Q9NWV4	C1orf123	0.017111372	0.020557551	-0.679824467	1.687028624
Q9NWX6	THG1L	0.020132267	0.023636518	-0.277602215	1.626416501
Q9NX24	NHP2	2.76E-11	2.61E-10	1.106189454	9.583359493
Q9NX34		0.026901006	0.030063297	0.35429487	1.521963393
Q9NX47	5-Mar	0.047170948	0.047804012	1.03092581	1.320535653
Q9NX58	LYAR	0.001788331	0.003015617	0.157773142	2.520623817
Q9NXE4	SMPD4	0.000178602	0.000406582	-2.624372064	3.390851852
Q9NXH3	PPP1R14D	1.44E-08	8.45E-08	-0.791610787	7.073143291
Q9NY33	DPP3	0.005008642	0.007249536	0.158446591	2.139689789
Q9NY61	AATF	0.018899292	0.022409884	-1.831984479	1.649560391
Q9NY93	DDX56	0.009308324	0.012252794	-1.352693671	1.911764868
Q9NYB0	TERF2IP	0.00626781	0.008776635	-1.876026119	2.056671963
Q9NYK5	MRPL39	0.047495299	0.048007002	-1.086829083	1.318695415
Q9NZ32	ACTR10	1.68E-09	1.18E-08	-1.122069079	7.928117993
Q9NZA1	CLIC5	1.21E-06	4.76E-06	0.569985976	5.322393047
Q9NZI8	IGF2BP1	0.006296274	0.008808524	0.360880486	2.055096858
Q9NZM1	MYOF	0.017782182	0.021248026	0.228923331	1.672681411
Q9NZN3	EHD3	0.040447843	0.042178013	-0.375961177	1.374913884
Q9NZT2	OGFR	0.000159927	0.000369228	0.022608891	3.432705372
Q9NZZ3	CHMP5	0.035595072	0.037805264	0.108216616	1.422447725
Q9P035	HACD3	1.14E-08	6.84E-08	0.515237732	7.164943898
Q9P0J0	NDUFA13	1.33E-15	2.58E-14	-1.140453881	13.58838029
Q9P0L0	VAPA	0.000126039	0.000301325	-0.406949842	3.520964835
Q9P0M2	AKAP7	0.020239965	0.023717991	0.266800432	1.6249221
Q9P0V3	SH3BP4	0.03527729	0.03750635	-0.680403687	1.425895198
Q9P1Y5	CAMSAP3	7.84E-07	3.20E-06	0.631138682	5.494850022
Q9P265	DIP2B	0.009429495	0.012384425	-0.237088278	1.907124153
Q9P287	BCCIP	6.80E-05	0.000174111	-2.348539512	3.75917379
Q9P2B2	PTGFRN	1.04E-12	1.26E-11	-0.829219729	10.89962945
Q9P2B7	CFAP97	5.30E-08	2.82E-07	0.903793091	6.549750892
Q9P2K3	RCOR3	0.01055934	0.013604543	0.475214679	1.866316042
Q9UBB4	ATXN10	0.04996917	0.04996917	-1.120224966	1.301297864
Q9UBG0	MRC2	1.88E-05	5.57E-05	0.775539406	4.254144805
Q9UBR2	CTSZ	6.03E-06	2.01E-05	-0.737159578	4.696803943
Q9UBT2	UBA2	0.005359769	0.007675229	-1.655088075	2.114908658
Q9UDW1	UQCR10	8.41E-07	3.42E-06	-0.547111023	5.465973894
Q9UDY4	DNAJB4	0.00563756	0.008013722	0.31608212	2.096165728
Q9UFC0	LRWD1	3.35E-19	1.17E-17	-2.667563956	16.93181414
Q9UFH2	DNAH17	0.000746527	0.001416205	0.231647456	2.848873877
Q9UFW8	CGGBP1	0.02236501	0.025774037	-0.61760363	1.588817552
Q9UGM3	DMBT1	3.20E-06	1.14E-05	1.434416342	4.943095149
Q9UGR2	ZC3H7B	0.048790867	0.049108103	-0.676756134	1.308846842
Q9UH65	SWAP70	0.005468561	0.007787795	-2.77972454	2.108585489
Q9UHD9	UBQLN2	4.29E-05	0.000115296	0.188562526	3.93818576
Q9UHQ7	TCEAL9	0.000389433	0.000797937	-0.536532763	3.098031396
Q9UHQ9	CYB5R1	9.29E-05	0.000229461	-0.949475385	3.639291118
Q9UHY1	NRBP1	0.033373201	0.035876191	0.34462081	1.445193673
Q9UHY7	ENOPH1	0.000522893	0.001040409	-1.01428984	2.9827959
Q9UI09	NDUFA12	7.35E-15	1.29E-13	-0.911865195	12.88941029
Q9UI26	IPO11	5.50E-06	1.86E-05	1.106544793	4.730487056
Q9UIA9	XPO7	2.22E-05	6.43E-05	-1.319547657	4.191789027
Q9UIG0	BAZ1B	1.54E-07	7.44E-07	-1.605223278	6.128427064
Q9UIQ6	LNPEP	1.55E-06	5.91E-06	-0.614468622	5.228412519
Q9UJ70	NAGK	0.000803548	0.001505924	-0.433206019	2.822196945
Q9UJC5	SH3BGRL2	5.38E-08	2.86E-07	-0.916365698	6.543633967
Q9UJS0	SLC25A13	0.036466709	0.038532741	0.174802149	1.414170097
Q9UJU6	DBNL	7.47E-05	0.000188591	0.270926234	3.724479037
Q9UJX2	CDC23	0.01645781	0.019880367	0.241126718	1.701575603
Q9UJZ1	STOML2	0.00331248	0.005084501	0.054545951	2.293751663
Q9UK08	GNG8	0.003251929	0.005003963	-1.252160897	2.30068591
Q9UK76	JPT1	0.000122009	0.000292143	0.345679793	3.534404515
Q9UKA9	PTBP2	3.20E-07	1.42E-06	0.803603601	5.847711656
Q9UKF6	CPSF3	9.54E-06	3.06E-05	-1.239470489	4.514278574
Q9UKM9	RALY	4.20E-12	4.67E-11	0.832893142	10.33068312
Q9UKW4	VAV3	0.02193166	0.025354899	-0.440368247	1.595938115
Q9UKY7	CDV3	0.00022575	0.000500303	-0.291699854	3.300766893
Q9UL26	RAB22A	0.049804931	0.04985872	-0.185911184	1.302258875
Q9UL72		3.13E-16	6.51E-15	-0.937776366	14.18641901
Q9UL78		1.33E-07	6.51E-07	-0.505696179	6.186419011
Q9UL82		0.00416323	0.006167158	-0.85346131	2.209914925
Q9UL83		4.38E-05	0.000117388	-0.480474319	3.930376297
Q9UL89		0.001202738	0.00214374	-0.648811416	2.668827888
Q9UL90		1.20E-06	4.72E-06	-0.81056531	5.326058001
Q9ULC4	MCTS1	0.007304787	0.0099322	-0.319137372	2.002954544
Q9ULI0	ATAD2B	2.08E-08	1.20E-07	0.390308137	6.920818754
Q9ULR3	PPM1H	0.004043204	0.006010965	-1.538970977	2.221055801
Q9UMS4	PRPF19	8.10E-07	3.30E-06	0.536849246	5.48148606
Q9UMS6	SYNPO2	0.039101723	0.041050842	-1.492822067	1.386677931
Q9UMX0	UBQLN1	0.000264277	0.00057257	-0.062308271	3.242171411
Q9UMX5	NENF	0.020450037	0.023909862	0.22835261	1.62142293
Q9UN36	NDRG2	2.55E-17	6.36E-16	-0.975955477	15.19654288
Q9UNM6	PSMD13	0.005387537	0.007709082	0.096487372	2.112997335
Q9UNX3	RPL26L1	0.037918628	0.039944224	0.053009453	1.398546012
Q9UQB8	BAIAP2	5.67E-07	2.38E-06	0.681605655	5.623423043
Q9Y230	RUVBL2	0.001619803	0.002775269	-4.334087579	2.556694915
Q9Y237	PIN4	1.70E-05	5.09E-05	0.632974332	4.293282218
Q9Y263	PLAA	0.000195056	0.000440156	0.233202564	3.356393374
Q9Y266	NUDC	5.73E-05	0.000148838	0.255112318	3.827286174
Q9Y287	ITM2B	7.64E-17	1.76E-15	-1.784662368	14.75448733
Q9Y295	DRG1	1.71E-06	6.47E-06	0.294666699	5.189095719
Q9Y2B0	CNPY2	3.45E-07	1.51E-06	0.429584554	5.821023053
Q9Y2K1	ZBTB1	0.002563082	0.004093029	-0.908992943	2.387955178
Q9Y2L1	DIS3	0.000652809	0.001258243	-0.072549965	2.900235477
Q9Y2L9	LRCH1	0.01807332	0.02156262	-0.012931957	1.666298471
Q9Y2P8	RCL1	0.015752142	0.019139965	1.12910092	1.718058861
Q9Y2S0	POLR1D	0.000105154	0.000256652	0.870369402	3.590655347
Q9Y2S2	CRYL1	1.72E-05	5.14E-05	-0.629370572	4.289036881
Q9Y2V2	CARHSP1	1.60E-07	7.73E-07	0.506059423	6.111820506
Q9Y2W1	THRAP3	2.51E-06	9.16E-06	0.508194715	5.038104526
Q9Y2X3	NOP58	1.12E-13	1.59E-12	0.768841273	11.79860288
Q9Y2Z0	SUGT1	4.45E-14	6.85E-13	0.787759827	12.16430943
Q9Y2Z9	COQ6	0.010181441	0.013216663	-0.915086573	1.878878184
Q9Y305	ACOT9	5.29E-05	0.00013908	0.28185515	3.856735318
Q9Y315	DERA	0.000142169	0.000333424	-0.482550492	3.477003143
Q9Y316	MEMO1	0.032301395	0.034893622	0.173640635	1.457253948
Q9Y333	LSM2	0.040715059	0.042399536	0.080408472	1.372638896
Q9Y385	UBE2J1	1.05E-06	4.17E-06	-0.637780426	5.379863945
Q9Y394	DHRS7	2.58E-05	7.30E-05	-0.880391889	4.13667714
Q9Y3B4	SF3B6	0.012645579	0.015908457	0.338062156	1.798371942
Q9Y3B9	RRP15	6.08E-06	2.02E-05	1.078972477	4.694648631
Q9Y3C1	NOP16	0.005179573	0.007458584	-0.811763093	2.127343615
Q9Y3C4	TPRKB	0.006581718	0.009130185	0.300701126	2.039520423
Q9Y3D3	MRPS16	1.28E-06	4.99E-06	1.051414822	5.301899454
Q9Y3D9	MRPS23	0.020981551	0.024420632	0.371455858	1.612243101
Q9Y3E7	CHMP3	0.000230967	0.000510766	0.593521215	3.29177802
Q9Y3L3	SH3BP1	4.09E-05	0.00011052	-0.710561547	3.956559124
Q9Y3L5	RAP2C	0.012491629	0.015740368	-0.647792991	1.802985118
Q9Y3Y2	CHTOP	4.13E-07	1.78E-06	1.208386213	5.749579998
Q9Y3Z3	SAMHD1	0.001779665	0.003004276	-0.603324995	2.522260172
Q9Y426	C2CD2	1.69E-05	5.05E-05	-1.516582262	4.296708622
Q9Y446	PKP3	0.047202162	0.047819992	-0.005176762	1.320390501
Q9Y4G6	TLN2	0.014808668	0.01818629	-0.801462672	1.740255888
Q9Y4K0	LOXL2	7.31E-12	7.81E-11	-1.441687722	10.10734897
Q9Y4L1	HYOU1	0.03408573	0.036490117	0.17054028	1.437824744
Q9Y4W2	LAS1L	0.000645344	0.001249521	-0.77793792	2.903256441
Q9Y4X1	UGT2A1	3.33E-09	2.16E-08	-1.688546685	7.665546249
Q9Y4Z0	LSM4	0.000866531	0.001606455	0.270135474	2.794131435
Q9Y508	RNF114	2.21E-07	1.02E-06	1.046148922	5.991399828
Q9Y509	VH3	0.000242695	0.000533273	-0.849855665	3.273050404
Q9Y572	RIPK3	0.001495166	0.002594749	0.257173743	2.585904647
Q9Y5B6	PAXBP1	0.003724684	0.005614227	-0.483048659	2.250710032
Q9Y5J1	UTP18	0.000209123	0.00046719	0.326402066	3.330506462
Q9Y5J9	TIMM8B	0.005200712	0.007483745	0.408698342	2.125881019
Q9Y5L4	TIMM13	1.46E-05	4.45E-05	0.630283578	4.351639989
Q9Y5Y6	ST14	1.28E-05	4.00E-05	-0.559875032	4.397940009
Q9Y639	NPTN	0.012736973	0.015997431	-0.932107487	1.795949754
Q9Y6A4	CFAP20	0.001050411	0.00190291	0.877197993	2.720581752
Q9Y6A9	SPCS1	0.038532474	0.040508163	-0.454057924	1.392457451
Q9Y6C9	MTCH2	0.002949563	0.004602745	0.323483839	2.336983085
Q9Y6H1	CHCHD2	2.67E-06	9.66E-06	0.812791225	5.015022874
Q9Y6M9	NDUFB9	2.72E-10	2.21E-09	-0.593594853	8.655607726
Q9Y6Q5	AP1M2	0.001519522	0.002626979	-1.390146727	2.580543399
Q9Y6R7	FCGBP	4.71E-24	3.64E-22	-2.516054302	21.43889862
R4GMX5	BSG	0.026195226	0.029437539	-0.442377286	1.5310985
R4GN18	CD46	6.37E-06	2.10E-05	0.702550117	4.677780705
S4R3H4	ACIN1	0.007710701	0.010406422	-0.562081219	1.982698567
S6BGD4		0.028951556	0.031852885	-0.549555115	1.496851226
S6BGD6		2.16E-09	1.49E-08	-1.546662543	7.826813732
S6BGE0		3.01E-09	1.98E-08	-1.209870911	7.70333481
U3KX66	ATP8	3.46E-09	2.24E-08	-1.098139836	7.649751982
U3PXP0	HBA2	5.56E-20	2.18E-18	-2.089181006	17.66154351
V9HVX8	HEL-109	0.000569222	0.001123207	-0.787832933	2.949540199
V9HW62	HEL-S-74	0.037435189	0.039502163	0.038059596	1.403379123
V9HW68	HEL-214	4.71E-07	2.00E-06	-0.714294701	5.698970004
V9HWJ5	HEL-S-90n	0.007610576	0.010298227	0.675834205	1.987237539
W8QEY1		2.65E-17	6.51E-16	1.663050178	15.18641901
X5CMH5	TAP2	0.000944455	0.001730198	0.181885993	2.761904194
X6R2S6	SPCS1	7.19E-05	0.000182698	-0.726419569	3.738266207
